"area","<28days","<1yr","1+","2+","3+","4+","5+","6+","7-9","10-14","15-24","25-34","35-44","45-54","55-64","65+","unknown","year"
"Chai Nat",0,2,6,1,5,3,8,13,61,122,149,65,29,18,10,13,0,2020
"Chaiyaphum",0,1,3,10,2,10,20,18,82,125,63,10,9,5,0,1,0,2011
"Chaiyaphum",0,4,4,5,10,21,28,23,102,177,91,23,8,6,3,4,0,2012
"Chaiyaphum",0,5,7,13,17,18,22,29,114,237,144,40,20,7,4,1,0,2013
"Chaiyaphum",0,3,3,7,14,10,15,17,72,117,69,28,18,11,2,0,0,2014
"Chaiyaphum",0,8,19,22,41,32,40,64,253,566,441,128,77,51,22,9,0,2015
"Chaiyaphum",0,0,3,7,11,13,13,26,84,116,70,21,14,11,4,7,0,2016
"Chaiyaphum",0,2,2,13,13,10,17,17,40,65,42,13,5,11,6,7,0,2017
"Chaiyaphum",0,5,6,14,25,35,42,37,127,193,118,45,20,13,19,7,0,2018
"Chaiyaphum",0,10,22,31,47,66,102,125,436,639,406,111,51,35,29,15,0,2019
"Chaiyaphum",0,19,33,27,29,53,73,79,339,598,446,120,47,35,12,10,0,2020
"Chanthaburi",0,1,4,6,8,15,18,18,61,122,106,67,29,16,7,2,0,2011
"Chanthaburi",0,10,10,12,12,21,19,26,86,175,182,102,50,27,17,5,0,2012
"Chanthaburi",0,4,4,13,20,29,33,28,88,175,202,109,66,34,19,7,0,2013
"Chanthaburi",0,0,2,9,13,16,10,23,62,105,182,136,70,55,24,9,0,2014
"Chanthaburi",0,6,11,13,22,21,30,29,132,255,362,270,205,150,73,31,0,2015
"Chanthaburi",0,3,2,8,14,14,14,21,59,95,122,75,53,38,11,13,0,2016
"Chanthaburi",0,1,6,2,6,5,8,6,29,48,49,39,27,16,19,5,0,2017
"Chanthaburi",0,2,1,6,6,11,7,6,32,47,78,47,23,21,7,5,0,2018
"Chanthaburi",0,10,6,7,18,34,29,42,154,273,407,252,140,60,40,36,0,2019
"Chanthaburi",0,1,6,4,6,4,11,13,41,69,158,102,51,59,38,25,0,2020
"Chiang Mai",0,0,0,0,8,2,2,2,13,37,88,58,36,31,17,8,0,2011
"Chiang Mai",0,3,3,10,9,6,12,12,58,160,390,288,177,121,73,24,0,2012
"Chiang Mai",3,26,26,34,52,60,93,92,370,1031,2720,1693,975,845,483,210,0,2013
"Chiang Mai",0,2,2,1,1,3,7,8,35,67,167,158,73,46,30,14,0,2014
"Chiang Mai",1,5,12,16,17,28,25,35,152,378,1281,1120,676,477,284,115,0,2015
"Chiang Mai",1,8,11,15,18,17,21,24,117,279,879,972,632,447,365,146,0,2016
"Chiang Mai",1,5,3,9,10,9,11,15,43,153,388,335,212,151,117,48,0,2017
"Chiang Mai",0,4,4,9,10,8,10,13,51,117,264,268,162,71,73,33,0,2018
"Chiang Mai",0,5,10,15,19,20,36,27,158,335,712,651,381,256,239,98,0,2019
"Chiang Mai",0,12,21,17,22,18,34,27,125,264,580,639,466,250,169,96,0,2020
"Chiang Rai",0,4,5,4,4,5,3,3,17,51,78,50,37,32,11,9,0,2011
"Chiang Rai",0,6,5,7,9,7,5,19,45,112,207,131,86,70,55,23,0,2012
"Chiang Rai",0,41,54,79,97,96,88,131,491,1323,2733,1760,1372,1272,821,396,0,2013
"Chiang Rai",0,1,3,1,7,1,1,2,12,29,67,49,39,40,19,23,0,2014
"Chiang Rai",0,9,14,12,8,21,13,12,43,179,342,276,156,177,131,68,0,2015
"Chiang Rai",0,2,1,5,8,7,10,17,46,108,234,198,144,149,117,53,0,2016
"Chiang Rai",0,5,9,19,16,25,26,16,85,165,320,291,228,167,164,68,0,2017
"Chiang Rai",0,22,25,32,42,55,59,47,159,323,538,436,315,248,208,93,0,2018
"Chiang Rai",0,19,35,39,52,49,77,83,281,518,1003,805,513,501,430,257,0,2019
"Chiang Rai",0,13,22,4,16,7,18,16,70,136,296,246,182,169,165,118,0,2020
"Chon Buri",0,7,7,10,7,15,11,20,62,128,185,123,40,25,11,4,0,2011
"Chon Buri",0,5,11,9,12,13,15,25,68,123,179,63,35,17,8,7,0,2012
"Chon Buri",0,10,17,8,17,6,17,15,64,145,153,85,46,19,7,5,0,2013
"Chon Buri",0,2,2,3,8,6,6,4,39,42,62,32,19,13,10,1,0,2014
"Chon Buri",0,16,11,20,23,23,37,43,146,370,623,352,183,79,54,25,0,2015
"Chon Buri",0,6,2,5,12,16,10,14,50,74,119,88,51,16,11,10,0,2016
"Chon Buri",0,3,3,8,5,12,14,12,46,104,133,77,50,21,10,11,0,2017
"Chon Buri",0,12,20,15,20,37,46,56,164,366,496,312,147,78,34,11,0,2018
"Chon Buri",0,24,33,39,41,32,59,59,265,512,697,386,199,89,54,34,0,2019
"Chon Buri",0,12,20,19,19,27,27,49,172,386,420,271,120,85,43,24,0,2020
"Chumphon",0,6,1,2,4,3,3,8,17,42,62,16,11,4,3,2,0,2011
"Chumphon",0,4,3,10,13,12,20,20,79,156,150,80,44,23,9,8,0,2012
"Chumphon",0,13,10,9,7,26,26,27,109,191,218,108,59,26,15,8,0,2013
"Chumphon",0,2,8,4,13,9,11,7,41,95,107,46,35,30,6,5,0,2014
"Chumphon",0,3,2,10,8,6,6,16,50,125,124,68,34,20,19,5,0,2015
"Chumphon",0,4,3,8,7,7,5,12,23,43,46,25,25,15,5,5,0,2016
"Chumphon",0,2,1,2,6,3,8,8,35,66,66,46,28,13,10,5,0,2017
"Chumphon",0,2,2,4,6,3,4,9,24,51,62,35,20,11,7,5,0,2018
"Chumphon",0,5,6,1,7,6,9,9,44,121,125,71,44,31,16,7,0,2019
"Chumphon",0,3,6,3,2,1,4,6,21,62,76,42,12,12,5,2,0,2020
"Kalasin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"Kalasin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
"Kalasin",0,9,8,8,10,16,15,21,92,239,199,46,10,19,7,7,0,2013
"Kalasin",0,1,7,5,5,5,11,11,43,73,57,16,13,9,7,8,0,2014
"Kalasin",0,12,7,9,13,18,31,32,135,304,278,91,54,39,21,16,0,2015
"Kalasin",0,1,3,5,10,13,10,26,76,130,147,46,40,31,19,8,0,2016
"Kalasin",0,2,2,3,6,20,14,18,58,105,116,31,23,25,11,10,0,2017
"Kalasin",1,2,3,5,13,10,14,18,76,134,106,39,19,20,14,11,0,2018
"Kalasin",0,7,1,9,10,27,32,49,145,290,222,58,51,22,17,17,0,2019
"Kalasin",0,6,2,6,9,10,24,25,74,215,154,46,17,14,8,4,0,2020
"Kamphaeng Phet",0,2,9,8,9,13,14,17,85,162,80,46,29,9,4,0,0,2011
"Kamphaeng Phet",0,4,5,8,10,20,18,22,73,144,151,49,24,18,7,8,0,2012
"Kamphaeng Phet",0,8,6,8,18,13,19,27,88,203,170,65,24,12,6,3,0,2013
"Kamphaeng Phet",0,5,10,13,11,13,25,31,88,152,110,37,15,13,7,9,0,2014
"Kamphaeng Phet",0,5,4,8,6,7,12,25,66,144,133,59,29,15,10,4,0,2015
"Kamphaeng Phet",0,0,1,2,4,2,8,4,14,25,31,15,4,4,6,3,0,2016
"Kamphaeng Phet",0,1,3,10,6,7,8,13,41,91,101,39,33,17,9,4,0,2017
"Kamphaeng Phet",0,0,6,5,13,11,15,23,74,154,230,96,37,18,12,6,0,2018
"Kamphaeng Phet",0,5,6,4,4,8,6,13,49,104,102,32,12,12,6,3,0,2019
"Kamphaeng Phet",0,2,4,4,4,8,5,8,41,53,57,20,10,5,3,1,0,2020
"Kanchanaburi",0,7,2,5,12,7,13,13,46,80,80,32,8,4,2,3,0,2011
"Kanchanaburi",0,11,8,13,15,24,23,31,96,134,110,53,29,16,12,6,0,2012
"Kanchanaburi",0,5,5,5,7,5,16,11,25,47,38,26,8,6,1,3,0,2013
"Kanchanaburi",0,3,3,1,5,10,1,2,16,31,19,9,2,1,1,0,0,2014
"Kanchanaburi",2,12,5,8,19,19,34,30,124,184,200,75,37,19,10,8,0,2015
"Kanchanaburi",0,3,2,4,3,5,7,7,14,20,40,20,12,3,7,3,0,2016
"Kanchanaburi",0,0,0,1,1,0,4,6,7,19,23,7,5,2,1,1,0,2017
"Kanchanaburi",0,7,5,11,11,15,19,24,50,98,95,46,14,18,3,4,0,2018
"Kanchanaburi",0,4,6,13,7,19,11,30,99,174,115,66,37,18,15,5,0,2019
"Kanchanaburi",0,5,5,8,2,0,3,8,31,43,44,28,13,9,7,3,0,2020
"Khon Kaen",0,3,2,4,11,15,12,29,88,182,148,29,19,4,6,1,0,2011
"Khon Kaen",0,7,6,15,14,14,32,33,144,335,252,58,20,21,5,4,0,2012
"Khon Kaen",0,4,16,17,25,37,43,37,193,474,582,125,68,31,15,10,0,2013
"Khon Kaen",0,1,3,0,9,8,5,17,39,65,85,18,13,10,4,0,0,2014
"Khon Kaen",0,5,4,16,17,16,34,40,94,275,334,137,69,45,17,12,0,2015
"Khon Kaen",0,5,8,3,21,12,20,31,63,121,109,33,20,18,6,5,0,2016
"Khon Kaen",0,1,3,2,5,6,7,3,23,58,49,19,8,7,6,5,0,2017
"Khon Kaen",0,3,10,10,22,31,40,38,142,243,175,73,31,22,5,7,0,2018
"Khon Kaen",0,18,17,28,36,65,91,108,366,707,546,184,87,37,24,19,0,2019
"Khon Kaen",0,27,34,28,47,47,75,78,347,662,531,200,69,46,38,22,0,2020
"Krabi",0,4,6,2,10,13,12,4,29,46,68,50,29,12,2,2,0,2011
"Krabi",0,6,8,10,14,21,24,30,90,146,176,88,53,14,9,9,0,2012
"Krabi",0,5,12,8,16,15,24,25,82,136,157,95,37,32,8,2,0,2013
"Krabi",0,5,6,6,9,12,15,14,52,65,92,55,27,17,8,3,0,2014
"Krabi",0,8,5,10,14,11,11,19,65,114,151,77,23,23,14,7,0,2015
"Krabi",0,5,4,5,7,10,4,8,18,44,46,28,10,5,9,3,0,2016
"Krabi",0,3,8,4,4,3,10,13,24,37,36,19,9,4,0,6,0,2017
"Krabi",0,3,5,10,6,18,19,20,77,99,91,41,19,11,6,3,0,2018
"Krabi",0,7,2,12,10,3,6,8,38,61,64,30,26,13,4,5,0,2019
"Krabi",0,3,3,3,0,5,6,4,15,27,31,11,6,2,2,2,0,2020
"Lampang",0,0,0,2,3,3,1,1,10,30,42,17,20,17,3,7,0,2011
"Lampang",8,7,1,0,0,3,2,3,9,17,47,23,15,11,5,2,35,2012
"Lampang",0,2,12,15,21,26,30,43,173,477,904,330,181,182,105,46,0,2013
"Lampang",0,0,0,0,1,0,1,1,4,21,38,20,8,6,5,8,0,2014
"Lampang",0,1,6,7,6,6,9,12,62,205,390,155,102,81,59,22,0,2015
"Lampang",0,2,3,3,3,3,4,9,31,87,187,106,49,38,39,15,0,2016
"Lampang",0,0,2,3,1,1,1,4,14,45,52,60,26,22,26,7,0,2017
"Lampang",0,2,3,4,1,5,2,5,17,25,66,54,27,14,17,15,0,2018
"Lampang",0,5,6,8,14,11,17,20,65,138,164,94,48,47,33,29,0,2019
"Lampang",0,7,5,6,7,3,13,8,46,122,240,138,61,53,63,49,0,2020
"Lamphun",0,0,0,0,0,2,0,2,2,10,22,6,4,5,0,3,0,2011
"Lamphun",0,1,0,0,1,3,1,2,11,36,85,22,14,7,5,6,0,2012
"Lamphun",0,0,1,1,3,2,7,6,30,83,285,195,117,94,65,28,0,2013
"Lamphun",0,0,0,0,0,0,1,0,1,4,4,4,5,0,2,0,0,2014
"Lamphun",0,3,1,4,5,6,7,5,31,96,172,118,79,39,34,15,0,2015
"Lamphun",0,0,1,0,0,5,5,1,22,52,100,65,39,39,26,12,0,2016
"Lamphun",0,0,0,1,1,1,0,3,10,21,32,47,30,22,15,13,0,2017
"Lamphun",0,2,0,1,1,0,1,0,11,28,37,35,25,28,21,15,0,2018
"Lamphun",0,2,0,3,1,1,2,2,15,22,60,51,38,30,24,19,0,2019
"Lamphun",0,0,0,0,0,1,1,0,2,14,21,20,23,18,21,22,0,2020
"Loei",0,1,0,1,5,2,4,7,37,70,35,12,12,6,5,2,0,2011
"Loei",0,1,3,9,9,5,15,14,80,176,140,34,21,21,12,4,0,2012
"Loei",0,8,16,24,24,33,50,55,226,562,502,183,120,69,35,20,0,2013
"Loei",0,0,3,0,2,1,2,3,12,16,15,8,8,5,3,2,0,2014
"Loei",0,6,3,4,6,8,17,16,67,139,233,87,69,52,32,12,0,2015
"Loei",0,2,3,5,3,5,7,7,58,89,135,67,53,33,29,8,0,2016
"Loei",0,3,0,1,2,6,8,5,28,62,56,27,19,13,12,9,0,2017
"Loei",0,3,4,5,8,3,11,13,53,77,53,29,22,12,17,4,0,2018
"Loei",0,12,21,14,22,26,25,38,145,309,305,126,56,35,35,19,0,2019
"Loei",0,4,12,19,19,11,23,19,109,199,155,49,27,19,17,20,0,2020
"Lop Buri",0,3,1,12,12,10,23,23,82,155,108,38,22,9,8,1,0,2011
"Lop Buri",0,7,16,26,15,22,43,42,139,239,158,57,21,14,8,5,0,2012
"Lop Buri",0,4,5,12,15,19,17,23,109,145,100,26,11,8,3,1,0,2013
"Lop Buri",0,1,8,7,16,14,18,15,76,136,88,22,12,11,3,1,0,2014
"Lop Buri",0,4,14,17,25,30,45,60,249,419,412,151,78,42,22,12,0,2015
"Lop Buri",0,5,6,12,18,14,21,18,56,82,49,22,15,13,3,5,0,2016
"Lop Buri",0,2,7,1,6,7,4,19,31,30,24,18,5,5,7,3,0,2017
"Lop Buri",0,9,11,12,30,37,29,38,135,224,202,97,45,16,11,8,0,2018
"Lop Buri",0,9,12,18,16,22,38,47,147,210,189,74,44,21,13,13,0,2019
"Lop Buri",0,6,6,8,7,9,13,17,86,156,190,86,41,29,15,14,0,2020
"Mae Hong Son",0,0,0,0,1,1,1,1,7,22,27,20,21,4,2,3,0,2011
"Mae Hong Son",0,0,1,0,0,1,0,3,5,12,17,24,13,3,3,1,0,2012
"Mae Hong Son",0,6,5,3,3,10,15,14,57,198,415,323,193,122,59,50,0,2013
"Mae Hong Son",0,0,1,0,3,5,9,15,42,77,117,62,34,36,16,9,0,2014
"Mae Hong Son",0,0,3,4,3,7,9,3,44,86,151,105,61,40,15,10,0,2015
"Mae Hong Son",0,2,2,2,4,7,6,11,51,122,208,187,142,103,62,27,0,2016
"Mae Hong Son",0,0,4,2,3,5,3,4,16,34,79,83,65,52,22,12,0,2017
"Mae Hong Son",0,1,0,3,1,3,8,11,21,64,99,88,74,45,28,20,0,2018
"Mae Hong Son",0,0,1,2,0,2,1,5,8,38,83,70,47,42,30,21,0,2019
"Mae Hong Son",0,4,5,10,19,21,19,23,95,212,317,255,162,131,80,46,0,2020
"Maha Sarakham",0,1,0,3,6,8,8,18,44,77,78,15,5,5,3,3,0,2011
"Maha Sarakham",0,1,4,9,12,17,27,31,151,289,217,41,20,5,4,1,0,2012
"Maha Sarakham",0,11,7,22,26,37,42,67,252,588,523,69,35,13,9,5,0,2013
"Maha Sarakham",0,2,1,5,15,10,14,19,40,73,52,8,6,4,2,1,0,2014
"Maha Sarakham",0,1,5,5,21,17,28,31,102,199,205,39,23,13,7,1,0,2015
"Maha Sarakham",0,2,3,7,14,21,31,32,67,92,86,23,16,12,9,1,0,2016
"Maha Sarakham",0,1,2,3,4,14,7,14,40,64,54,17,11,12,5,5,0,2017
"Maha Sarakham",0,4,5,3,15,11,12,29,75,122,70,21,6,10,2,1,0,2018
"Maha Sarakham",0,4,6,5,20,29,31,47,161,249,159,42,8,12,4,4,0,2019
"Maha Sarakham",0,6,9,12,17,16,29,40,161,277,224,55,17,12,16,4,0,2020
"Mukdahan",0,0,0,1,0,2,0,0,9,28,12,0,2,0,0,0,0,2011
"Mukdahan",0,0,1,1,1,3,8,6,15,52,33,13,3,3,2,2,0,2012
"Mukdahan",0,4,2,7,8,15,13,17,70,194,210,50,34,17,10,1,0,2013
"Mukdahan",0,1,1,0,0,2,1,1,6,9,18,6,7,5,0,0,0,2014
"Mukdahan",0,1,0,0,1,5,6,10,23,68,72,27,25,14,1,7,0,2015
"Mukdahan",0,2,0,0,7,9,9,6,39,66,103,54,30,21,11,6,0,2016
"Mukdahan",0,0,0,1,4,1,3,6,22,54,41,25,24,15,6,2,0,2017
"Mukdahan",0,0,0,2,4,6,4,9,23,64,42,18,12,11,6,2,0,2018
"Mukdahan",0,3,4,4,4,13,19,23,92,194,151,61,30,23,7,6,0,2019
"Mukdahan",0,2,1,2,4,13,11,9,45,81,105,41,19,15,10,6,0,2020
"Nakhon Nayok",0,0,2,1,3,4,2,4,17,40,60,22,10,4,3,1,0,2011
"Nakhon Nayok",0,1,0,1,0,0,1,1,10,26,26,8,6,5,1,0,0,2012
"Nakhon Nayok",0,1,1,4,2,4,2,6,21,67,105,23,10,13,5,1,0,2013
"Nakhon Nayok",0,1,2,1,2,0,1,4,4,11,8,7,4,7,2,1,0,2014
"Nakhon Nayok",0,1,1,2,2,3,4,5,30,63,104,55,43,28,14,4,0,2015
"Nakhon Nayok",0,0,1,0,1,4,3,1,7,11,15,13,7,3,0,1,0,2016
"Nakhon Nayok",0,0,2,1,0,1,0,0,2,6,4,7,1,3,1,0,0,2017
"Nakhon Nayok",0,1,2,10,10,9,8,12,52,110,163,71,37,17,14,3,0,2018
"Nakhon Nayok",0,3,0,1,2,4,8,5,34,54,80,44,22,10,10,7,0,2019
"Nakhon Nayok",0,1,1,1,1,0,3,4,9,22,29,12,4,2,0,1,0,2020
"Nakhon Pathom",0,1,2,6,5,9,11,10,51,75,114,49,27,12,5,2,0,2011
"Nakhon Pathom",0,2,3,9,6,10,10,16,65,114,158,72,30,16,2,6,0,2012
"Nakhon Pathom",0,9,8,1,12,12,8,8,44,103,144,59,27,24,11,5,0,2013
"Nakhon Pathom",0,3,7,4,4,8,10,9,39,94,96,43,34,18,14,9,0,2014
"Nakhon Pathom",0,12,11,19,28,26,20,40,150,319,477,213,108,72,47,21,0,2015
"Nakhon Pathom",0,4,8,6,8,10,4,7,35,55,115,61,38,27,16,15,0,2016
"Nakhon Pathom",0,9,2,4,6,5,12,10,57,121,138,78,38,28,9,13,0,2017
"Nakhon Pathom",1,19,16,12,31,17,41,55,203,440,603,255,146,77,43,31,0,2018
"Nakhon Pathom",0,17,17,32,22,29,32,47,141,313,355,170,113,63,50,30,0,2019
"Nakhon Pathom",0,6,6,10,13,6,14,15,58,128,185,103,51,26,32,16,0,2020
"Nakhon Phanom",0,1,0,4,0,3,4,6,18,30,25,6,5,3,3,2,0,2011
"Nakhon Phanom",0,1,0,1,4,2,5,6,41,58,54,14,3,3,1,1,0,2012
"Nakhon Phanom",0,6,8,15,22,21,31,55,171,404,328,96,48,18,8,4,0,2013
"Nakhon Phanom",0,0,1,1,2,1,6,8,20,23,14,6,4,3,3,3,0,2014
"Nakhon Phanom",0,4,2,8,11,9,10,23,94,195,142,39,27,15,9,1,0,2015
"Nakhon Phanom",0,1,0,6,6,8,6,13,31,91,82,31,12,10,2,2,0,2016
"Nakhon Phanom",0,0,0,1,2,4,4,2,7,22,29,10,6,3,2,2,0,2017
"Nakhon Phanom",0,0,0,0,4,2,4,5,21,15,20,8,6,2,1,1,0,2018
"Nakhon Phanom",0,4,1,3,10,17,20,25,90,221,150,63,52,23,18,9,0,2019
"Nakhon Phanom",0,5,3,4,8,5,9,8,49,106,100,28,16,18,11,7,0,2020
"Nakhon Ratchasima",2,7,9,14,29,22,22,39,160,247,165,50,25,14,16,9,0,2011
"Nakhon Ratchasima",1,20,19,28,27,37,61,62,253,437,307,110,63,40,15,7,0,2012
"Nakhon Ratchasima",0,39,46,67,89,96,83,105,402,722,720,285,133,64,29,14,0,2013
"Nakhon Ratchasima",0,5,5,8,12,9,24,18,63,98,106,46,30,12,6,5,0,2014
"Nakhon Ratchasima",0,36,42,101,97,82,95,120,470,880,1097,435,219,159,74,26,0,2015
"Nakhon Ratchasima",1,20,18,35,22,29,29,36,119,191,221,105,48,27,14,17,0,2016
"Nakhon Ratchasima",0,7,10,13,10,23,30,35,134,224,239,100,85,47,36,33,0,2017
"Nakhon Ratchasima",1,40,37,42,62,74,88,124,345,630,565,183,83,65,40,44,0,2018
"Nakhon Ratchasima",3,89,92,112,154,189,268,334,1139,1954,1589,595,273,155,100,90,0,2019
"Nakhon Ratchasima",2,47,57,60,90,93,132,162,626,1089,1104,478,202,119,63,67,0,2020
"Nakhon Sawan",0,7,12,13,16,20,36,41,141,312,300,134,48,34,13,5,0,2011
"Nakhon Sawan",0,11,9,16,24,30,36,43,144,282,281,90,37,21,13,8,0,2012
"Nakhon Sawan",0,9,11,19,10,14,18,29,102,208,266,108,45,21,15,6,0,2013
"Nakhon Sawan",0,4,8,9,7,10,13,12,63,109,92,36,20,11,11,5,0,2014
"Nakhon Sawan",0,10,27,28,53,48,54,61,251,538,743,294,145,79,60,31,0,2015
"Nakhon Sawan",0,7,4,9,7,10,8,12,52,69,125,55,25,23,9,15,0,2016
"Nakhon Sawan",0,4,1,2,2,8,7,5,37,92,99,48,34,16,18,7,0,2017
"Nakhon Sawan",1,20,25,27,39,67,53,65,235,518,570,286,118,81,40,25,0,2018
"Nakhon Sawan",1,10,22,12,30,26,25,37,132,263,235,120,44,39,26,13,0,2019
"Nakhon Sawan",0,5,20,19,12,25,31,31,123,222,236,108,48,38,23,19,0,2020
"Nakhon Si Thammarat",0,10,16,10,13,14,9,10,56,92,71,34,27,18,11,15,0,2011
