NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Ang Thong,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Bangkok Metropolis,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Bueng Kan,84,16,0,0,100,0.84,0.16,0,1,0,0.84,0
Buri Ram,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Chachoengsao,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Chai Nat,91,9,0,0,100,0.91,0.09,0,1,0,0.91,0
Chaiyaphum,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Chanthaburi,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Chiang Mai,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Chiang Rai,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Chon Buri,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Chumphon,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Kalasin,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Kamphaeng Phet,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Kanchanaburi,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Khon Kaen,90,10,0,0,100,0.9,0.1,0,1,0,0.9,0
Krabi,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Lampang,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Lamphun,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Loei,90,10,0,0,100,0.9,0.1,0,1,0,0.9,0
Lop Buri,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Mae Hong Son,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Maha Sarakham,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Mukdahan,91,9,0,0,100,0.91,0.09,0,1,0,0.91,0
Nakhon Nayok,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Nakhon Pathom,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Nakhon Phanom,88,12,0,0,100,0.88,0.12,0,1,0,0.88,0
Nakhon Ratchasima,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Nakhon Sawan,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Nakhon Si Thammarat,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Nan,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Narathiwat,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Nong Bua Lam Phu,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Nong Khai,90,10,0,0,100,0.9,0.1,0,1,0,0.9,0
Nonthaburi,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Pathum Thani,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Pattani,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Phangnga,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Phatthalung,85,15,0,0,100,0.85,0.15,0,1,0,0.85,0
Phayao,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Phetchabun,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Phetchaburi,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Phichit,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Phitsanulok,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Phra Nakhon Si Ayutthaya,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Phrae,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Phuket,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Prachin Buri,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Prachuap Khiri Khan,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Ranong,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Ratchaburi,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Rayong,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Roi Et,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Sa Kaeo,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Sakon Nakhon,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Samut Prakan,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Samut Sakhon,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Samut Songkhram,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Saraburi,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Satun,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Si Sa Ket,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Sing Buri,91,9,0,0,100,0.91,0.09,0,1,0,0.91,0
Songkhla,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Sukhothai,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Suphan Buri,91,9,0,0,100,0.91,0.09,0,1,0,0.91,0
Surat Thani,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Surin,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Tak,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Trang,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Trat,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Ubon Ratchathani,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Udon Thani,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Uthai Thani,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Uttaradit,91,9,0,0,100,0.91,0.09,0,1,0,0.91,0
Yala,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Yasothon,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
