NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,0,0,4,96,100,0.96,0.96,1,0,0.96,0,0.9795918367346939
Ang Thong,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Bangkok Metropolis,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Bueng Kan,0,0,9,91,100,0.91,0.91,1,0,0.91,0,0.9528795811518325
Buri Ram,0,0,100,0,100,0.0,0.0,0,0,0.0,0,0.0
Chachoengsao,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chai Nat,0,0,100,0,100,0.0,0.0,0,0,0.0,0,0.0
Chaiyaphum,0,0,100,0,100,0.0,0.0,0,0,0.0,0,0.0
Chanthaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chiang Mai,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chiang Rai,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chon Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chumphon,0,0,76,24,100,0.24,0.24,1,0,0.24,0,0.3870967741935484
Kalasin,0,0,76,24,100,0.24,0.24,1,0,0.24,0,0.3870967741935484
Kamphaeng Phet,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Kanchanaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Khon Kaen,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Krabi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Lampang,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Lamphun,0,0,84,16,100,0.16,0.16,1,0,0.16,0,0.2758620689655173
Loei,0,0,69,31,100,0.31,0.31,1,0,0.31,0,0.47328244274809156
Lop Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Mae Hong Son,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Maha Sarakham,0,0,99,1,100,0.01,0.01,1,0,0.01,0,0.019801980198019802
Mukdahan,0,0,0,100,100,1.0,1.0,1,0,1.0,0,1.0
Nakhon Nayok,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nakhon Pathom,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nakhon Phanom,0,0,3,97,100,0.97,0.97,1,0,0.97,0,0.9847715736040609
Nakhon Ratchasima,0,0,100,0,100,0.0,0.0,0,0,0.0,0,0.0
Nakhon Sawan,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nakhon Si Thammarat,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nan,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Narathiwat,0,0,64,36,100,0.36,0.36,1,0,0.36,0,0.5294117647058824
Nong Bua Lam Phu,0,0,100,0,100,0.0,0.0,0,0,0.0,0,0.0
Nong Khai,0,0,0,100,100,1.0,1.0,1,0,1.0,0,1.0
Nonthaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Pathum Thani,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Pattani,0,0,99,1,100,0.01,0.01,1,0,0.01,0,0.019801980198019802
Phangnga,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phatthalung,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phayao,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phetchabun,0,0,100,0,100,0.0,0.0,0,0,0.0,0,0.0
Phetchaburi,0,0,87,13,100,0.13,0.13,1,0,0.13,0,0.23008849557522126
Phichit,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phitsanulok,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phra Nakhon Si Ayutthaya,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phrae,0,0,54,46,100,0.46,0.46,1,0,0.46,0,0.6301369863013699
Phuket,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Prachin Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Prachuap Khiri Khan,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Ranong,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Ratchaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Rayong,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
