NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Ang Thong,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Bangkok Metropolis,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Bueng Kan,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Buri Ram,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Chachoengsao,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Chai Nat,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Chaiyaphum,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Chanthaburi,90,10,0,0,100,0.9,0.1,0,1,0,0.9,0
Chiang Mai,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Chiang Rai,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Chon Buri,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Chumphon,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Kalasin,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Kamphaeng Phet,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Kanchanaburi,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Khon Kaen,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Krabi,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Lampang,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Lamphun,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Loei,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Lop Buri,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Mae Hong Son,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Maha Sarakham,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Mukdahan,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Nakhon Nayok,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Nakhon Pathom,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Nakhon Phanom,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Nakhon Ratchasima,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Nakhon Sawan,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Nakhon Si Thammarat,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Nan,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Narathiwat,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Nong Bua Lam Phu,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Nong Khai,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Nonthaburi,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Pathum Thani,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Pattani,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Phangnga,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Phatthalung,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Phayao,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Phetchabun,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Phetchaburi,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Phichit,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Phitsanulok,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
