NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Ang Thong,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Bangkok Metropolis,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Bueng Kan,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Buri Ram,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Chachoengsao,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Chai Nat,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Chaiyaphum,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Chanthaburi,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Chiang Mai,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Chiang Rai,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Chon Buri,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Chumphon,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Kalasin,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Kamphaeng Phet,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Kanchanaburi,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Khon Kaen,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Krabi,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Lampang,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Lamphun,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Loei,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Lop Buri,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Mae Hong Son,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Maha Sarakham,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Mukdahan,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Nakhon Nayok,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Nakhon Pathom,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Nakhon Phanom,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Nakhon Ratchasima,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Nakhon Sawan,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Nakhon Si Thammarat,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Nan,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Narathiwat,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Nong Bua Lam Phu,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Nong Khai,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Nonthaburi,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Pathum Thani,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Pattani,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Phangnga,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Phatthalung,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Phayao,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Phetchabun,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Phetchaburi,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Phichit,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Phitsanulok,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Phra Nakhon Si Ayutthaya,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Phrae,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Phuket,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Prachin Buri,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Prachuap Khiri Khan,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Ranong,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Ratchaburi,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Rayong,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Roi Et,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Sa Kaeo,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Sakon Nakhon,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Samut Prakan,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Samut Sakhon,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Samut Songkhram,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Saraburi,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Satun,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Si Sa Ket,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Sing Buri,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Songkhla,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Sukhothai,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Suphan Buri,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Surat Thani,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Surin,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Tak,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Trang,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Trat,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Ubon Ratchathani,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Udon Thani,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Uthai Thani,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Uttaradit,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Yala,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Yasothon,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
