NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Ang Thong,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Bangkok Metropolis,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Bueng Kan,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Buri Ram,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Chachoengsao,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Chai Nat,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Chaiyaphum,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Chanthaburi,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Chiang Mai,91,9,0,0,100,0.91,0.09,0,1,0,0.91,0
Chiang Rai,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Chon Buri,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Chumphon,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Kalasin,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Kamphaeng Phet,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Kanchanaburi,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Khon Kaen,15,85,0,0,100,0.15,0.85,0,1,0,0.15,0
Krabi,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Lampang,91,9,0,0,100,0.91,0.09,0,1,0,0.91,0
Lamphun,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Loei,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Lop Buri,85,15,0,0,100,0.85,0.15,0,1,0,0.85,0
Mae Hong Son,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Maha Sarakham,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Mukdahan,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Nakhon Nayok,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Nakhon Pathom,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Nakhon Phanom,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Nakhon Ratchasima,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Nakhon Sawan,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Nakhon Si Thammarat,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Nan,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Narathiwat,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Nong Bua Lam Phu,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Nong Khai,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Nonthaburi,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Pathum Thani,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Pattani,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Phangnga,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Phatthalung,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Phayao,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Phetchabun,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Phetchaburi,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Phichit,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Phitsanulok,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Phra Nakhon Si Ayutthaya,91,9,0,0,100,0.91,0.09,0,1,0,0.91,0
Phrae,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Phuket,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Prachin Buri,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Prachuap Khiri Khan,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Ranong,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Ratchaburi,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Rayong,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
