NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Ang Thong,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Bangkok Metropolis,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Bueng Kan,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Buri Ram,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Chachoengsao,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Chai Nat,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Chaiyaphum,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Chanthaburi,90,10,0,0,100,0.9,0.1,0,1,0,0.9,0
Chiang Mai,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Chiang Rai,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Chon Buri,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Chumphon,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Kalasin,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Kamphaeng Phet,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Kanchanaburi,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Khon Kaen,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Krabi,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Lampang,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Lamphun,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Loei,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Lop Buri,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Mae Hong Son,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Maha Sarakham,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Mukdahan,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Nakhon Nayok,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Nakhon Pathom,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Nakhon Phanom,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Nakhon Ratchasima,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Nakhon Sawan,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Nakhon Si Thammarat,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Nan,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Narathiwat,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Nong Bua Lam Phu,88,12,0,0,100,0.88,0.12,0,1,0,0.88,0
Nong Khai,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Nonthaburi,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Pathum Thani,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Pattani,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Phangnga,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Phatthalung,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Phayao,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Phetchabun,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Phetchaburi,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Phichit,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Phitsanulok,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Phra Nakhon Si Ayutthaya,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Phrae,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Phuket,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Prachin Buri,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Prachuap Khiri Khan,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Ranong,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Ratchaburi,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Rayong,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Roi Et,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Sa Kaeo,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Sakon Nakhon,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Samut Prakan,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Samut Sakhon,91,9,0,0,100,0.91,0.09,0,1,0,0.91,0
Samut Songkhram,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Saraburi,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Satun,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Si Sa Ket,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Sing Buri,89,11,0,0,100,0.89,0.11,0,1,0,0.89,0
Songkhla,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Sukhothai,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Suphan Buri,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Surat Thani,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Surin,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Tak,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Trang,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Trat,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Ubon Ratchathani,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Udon Thani,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Uthai Thani,91,9,0,0,100,0.91,0.09,0,1,0,0.91,0
Uttaradit,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Yala,90,10,0,0,100,0.9,0.1,0,1,0,0.9,0
Yasothon,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
