NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Ang Thong,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Bangkok Metropolis,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Bueng Kan,89,11,0,0,100,0.89,0.11,0,1,0,0.89,0
Buri Ram,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Chachoengsao,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Chai Nat,91,9,0,0,100,0.91,0.09,0,1,0,0.91,0
Chaiyaphum,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Chanthaburi,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Chiang Mai,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Chiang Rai,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Chon Buri,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Chumphon,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Kalasin,91,9,0,0,100,0.91,0.09,0,1,0,0.91,0
Kamphaeng Phet,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Kanchanaburi,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Khon Kaen,90,10,0,0,100,0.9,0.1,0,1,0,0.9,0
Krabi,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Lampang,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Lamphun,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Loei,87,13,0,0,100,0.87,0.13,0,1,0,0.87,0
Lop Buri,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Mae Hong Son,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Maha Sarakham,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Mukdahan,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Nakhon Nayok,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Nakhon Pathom,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Nakhon Phanom,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Nakhon Ratchasima,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Nakhon Sawan,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Nakhon Si Thammarat,89,11,0,0,100,0.89,0.11,0,1,0,0.89,0
Nan,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Narathiwat,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Nong Bua Lam Phu,89,11,0,0,100,0.89,0.11,0,1,0,0.89,0
Nong Khai,91,9,0,0,100,0.91,0.09,0,1,0,0.91,0
Nonthaburi,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Pathum Thani,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Pattani,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Phangnga,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Phatthalung,90,10,0,0,100,0.9,0.1,0,1,0,0.9,0
Phayao,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Phetchabun,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Phetchaburi,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Phichit,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Phitsanulok,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Phra Nakhon Si Ayutthaya,89,11,0,0,100,0.89,0.11,0,1,0,0.89,0
Phrae,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Phuket,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Prachin Buri,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Prachuap Khiri Khan,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Ranong,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Ratchaburi,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Rayong,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Roi Et,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Sa Kaeo,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Sakon Nakhon,89,11,0,0,100,0.89,0.11,0,1,0,0.89,0
Samut Prakan,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Samut Sakhon,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Samut Songkhram,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Saraburi,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Satun,85,15,0,0,100,0.85,0.15,0,1,0,0.85,0
Si Sa Ket,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Sing Buri,91,9,0,0,100,0.91,0.09,0,1,0,0.91,0
Songkhla,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Sukhothai,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Suphan Buri,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Surat Thani,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Surin,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Tak,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Trang,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Trat,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Ubon Ratchathani,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Udon Thani,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Uthai Thani,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Uttaradit,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Yala,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Yasothon,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
