NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Ang Thong,0,0,12,88,100,0.88,0.88,1,0,0.88,0.0,0.9361702127659575
Bangkok Metropolis,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Bueng Kan,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Buri Ram,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chachoengsao,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Chai Nat,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chaiyaphum,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chanthaburi,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Chiang Mai,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Chiang Rai,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Chon Buri,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Chumphon,3,97,0,0,100,0.03,0.97,0,1,0.0,0.03,0.0
Kalasin,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Kamphaeng Phet,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Kanchanaburi,0,0,3,97,100,0.97,0.97,1,0,0.97,0.0,0.9847715736040609
Khon Kaen,0,0,69,31,100,0.31,0.31,1,0,0.31,0.0,0.47328244274809156
Krabi,0,0,3,97,100,0.97,0.97,1,0,0.97,0.0,0.9847715736040609
Lampang,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Lamphun,0,100,0,0,100,0.0,1.0,0,0,0.0,0.0,0.0
Loei,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Lop Buri,0,0,100,0,100,0.0,0.0,0,0,0.0,0.0,0.0
Mae Hong Son,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Maha Sarakham,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Mukdahan,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nakhon Nayok,0,0,11,89,100,0.89,0.89,1,0,0.89,0.0,0.9417989417989417
Nakhon Pathom,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Nakhon Phanom,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nakhon Ratchasima,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nakhon Sawan,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Nakhon Si Thammarat,0,0,3,97,100,0.97,0.97,1,0,0.97,0.0,0.9847715736040609
Nan,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Narathiwat,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nong Bua Lam Phu,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nong Khai,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nonthaburi,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Pathum Thani,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Pattani,14,86,0,0,100,0.14,0.86,0,1,0.0,0.14,0.0
Phangnga,0,0,3,97,100,0.97,0.97,1,0,0.97,0.0,0.9847715736040609
Phatthalung,0,0,3,97,100,0.97,0.97,1,0,0.97,0.0,0.9847715736040609
Phayao,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
