NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,0,0,4,96,100,0.96,0.96,1,0,0.96,0.0,0.9795918367346939
Ang Thong,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Bangkok Metropolis,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Bueng Kan,0,0,7,93,100,0.93,0.93,1,0,0.93,0.0,0.9637305699481865
Buri Ram,0,0,100,0,100,0.0,0.0,0,0,0.0,0.0,0.0
Chachoengsao,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chai Nat,0,0,100,0,100,0.0,0.0,0,0,0.0,0.0,0.0
Chaiyaphum,0,0,100,0,100,0.0,0.0,0,0,0.0,0.0,0.0
Chanthaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chiang Mai,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chiang Rai,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chon Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chumphon,0,0,100,0,100,0.0,0.0,0,0,0.0,0.0,0.0
Kalasin,0,0,74,26,100,0.26,0.26,1,0,0.26,0.0,0.41269841269841273
Kamphaeng Phet,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Kanchanaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Khon Kaen,0,100,0,0,100,0.0,1.0,0,0,0.0,0.0,0.0
Krabi,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Lampang,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Lamphun,0,0,100,0,100,0.0,0.0,0,0,0.0,0.0,0.0
Loei,0,0,68,32,100,0.32,0.32,1,0,0.32,0.0,0.48484848484848486
Lop Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Mae Hong Son,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Maha Sarakham,0,0,100,0,100,0.0,0.0,0,0,0.0,0.0,0.0
Mukdahan,0,0,1,99,100,0.99,0.99,1,0,0.99,0.0,0.9949748743718593
Nakhon Nayok,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nakhon Pathom,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nakhon Phanom,0,0,6,94,100,0.94,0.94,1,0,0.94,0.0,0.9690721649484536
Nakhon Ratchasima,0,0,100,0,100,0.0,0.0,0,0,0.0,0.0,0.0
Nakhon Sawan,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nakhon Si Thammarat,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nan,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Narathiwat,0,0,65,35,100,0.35,0.35,1,0,0.35,0.0,0.5185185185185185
Nong Bua Lam Phu,0,0,94,6,100,0.06,0.06,1,0,0.06,0.0,0.11320754716981131
Nong Khai,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
