NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Ang Thong,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Bangkok Metropolis,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Bueng Kan,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Buri Ram,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Chachoengsao,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Chai Nat,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Chaiyaphum,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Chanthaburi,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Chiang Mai,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Chiang Rai,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Chon Buri,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Chumphon,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Kalasin,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Kamphaeng Phet,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Kanchanaburi,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Khon Kaen,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Krabi,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Lampang,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Lamphun,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Loei,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Lop Buri,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Mae Hong Son,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Maha Sarakham,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Mukdahan,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Nakhon Nayok,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Nakhon Pathom,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Nakhon Phanom,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Nakhon Ratchasima,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Nakhon Sawan,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Nakhon Si Thammarat,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Nan,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Narathiwat,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Nong Bua Lam Phu,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Nong Khai,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Nonthaburi,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Pathum Thani,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Pattani,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
