NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Ang Thong,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Bangkok Metropolis,0,0,90,10,100,0.1,0.1,1,0,0.1,0.0,0.18181818181818182
Bueng Kan,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Buri Ram,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chachoengsao,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chai Nat,0,0,91,9,100,0.09,0.09,1,0,0.09,0.0,0.16513761467889906
Chaiyaphum,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Chanthaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chiang Mai,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chiang Rai,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chon Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chumphon,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Kalasin,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Kamphaeng Phet,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Kanchanaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Khon Kaen,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Krabi,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Lampang,0,0,94,6,100,0.06,0.06,1,0,0.06,0.0,0.11320754716981131
Lamphun,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Loei,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Lop Buri,97,3,0,0,100,0.97,0.03,0,1,0.0,0.97,0.0
Mae Hong Son,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Maha Sarakham,0,0,94,6,100,0.06,0.06,1,0,0.06,0.0,0.11320754716981131
Mukdahan,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Nakhon Nayok,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nakhon Pathom,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nakhon Phanom,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nakhon Ratchasima,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nakhon Sawan,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nakhon Si Thammarat,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nan,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Narathiwat,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Nong Bua Lam Phu,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Nong Khai,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nonthaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Pathum Thani,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Pattani,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Phangnga,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Phatthalung,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Phayao,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Phetchabun,96,4,0,0,100,0.96,0.04,0,1,0.0,0.96,0.0
Phetchaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Phichit,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Phitsanulok,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Phra Nakhon Si Ayutthaya,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Phrae,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Phuket,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Prachin Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Prachuap Khiri Khan,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Ranong,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Ratchaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Rayong,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Roi Et,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Sa Kaeo,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Sakon Nakhon,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Samut Prakan,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Samut Sakhon,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
