NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Ang Thong,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Bangkok Metropolis,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Bueng Kan,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Buri Ram,91,9,0,0,100,0.91,0.09,0,1,0,0.91,0
Chachoengsao,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Chai Nat,91,9,0,0,100,0.91,0.09,0,1,0,0.91,0
Chaiyaphum,91,9,0,0,100,0.91,0.09,0,1,0,0.91,0
Chanthaburi,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Chiang Mai,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Chiang Rai,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Chon Buri,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Chumphon,83,17,0,0,100,0.83,0.17,0,1,0,0.83,0
Kalasin,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Kamphaeng Phet,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Kanchanaburi,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Khon Kaen,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Krabi,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Lampang,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Lamphun,82,18,0,0,100,0.82,0.18,0,1,0,0.82,0
Loei,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Lop Buri,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Mae Hong Son,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Maha Sarakham,90,10,0,0,100,0.9,0.1,0,1,0,0.9,0
Mukdahan,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Nakhon Nayok,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Nakhon Pathom,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Nakhon Phanom,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Nakhon Ratchasima,83,17,0,0,100,0.83,0.17,0,1,0,0.83,0
Nakhon Sawan,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Nakhon Si Thammarat,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Nan,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Narathiwat,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Nong Bua Lam Phu,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Nong Khai,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Nonthaburi,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Pathum Thani,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Pattani,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Phangnga,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Phatthalung,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Phayao,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Phetchabun,71,29,0,0,100,0.71,0.29,0,1,0,0.71,0
Phetchaburi,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Phichit,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Phitsanulok,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Phra Nakhon Si Ayutthaya,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Phrae,70,30,0,0,100,0.7,0.3,0,1,0,0.7,0
Phuket,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Prachin Buri,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Prachuap Khiri Khan,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Ranong,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Ratchaburi,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Rayong,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Roi Et,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Sa Kaeo,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Sakon Nakhon,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Samut Prakan,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Samut Sakhon,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Samut Songkhram,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Saraburi,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
