NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,0,0,0,100,100,1.0,1.0,1,0,1.0,0,1.0
Ang Thong,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Bangkok Metropolis,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Bueng Kan,0,0,0,100,100,1.0,1.0,1,0,1.0,0,1.0
Buri Ram,0,0,44,56,100,0.56,0.56,1,0,0.56,0,0.717948717948718
Chachoengsao,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chai Nat,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chaiyaphum,0,0,91,9,100,0.09,0.09,1,0,0.09,0,0.16513761467889906
Chanthaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chiang Mai,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chiang Rai,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chon Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chumphon,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Kalasin,0,0,0,100,100,1.0,1.0,1,0,1.0,0,1.0
Kamphaeng Phet,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Kanchanaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Khon Kaen,0,100,0,0,100,0.0,1.0,0,0,0.0,0,0.0
Krabi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Lampang,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Lamphun,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Loei,0,0,0,100,100,1.0,1.0,1,0,1.0,0,1.0
Lop Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Mae Hong Son,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Maha Sarakham,0,0,38,62,100,0.62,0.62,1,0,0.62,0,0.7654320987654321
Mukdahan,0,0,0,100,100,1.0,1.0,1,0,1.0,0,1.0
Nakhon Nayok,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nakhon Pathom,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nakhon Phanom,0,0,0,100,100,1.0,1.0,1,0,1.0,0,1.0
Nakhon Ratchasima,0,0,100,0,100,0.0,0.0,0,0,0.0,0,0.0
Nakhon Sawan,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nakhon Si Thammarat,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nan,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Narathiwat,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nong Bua Lam Phu,0,0,71,29,100,0.29,0.29,1,0,0.29,0,0.44961240310077516
Nong Khai,0,0,0,100,100,1.0,1.0,1,0,1.0,0,1.0
Nonthaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Pathum Thani,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Pattani,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phangnga,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phatthalung,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phayao,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phetchabun,0,0,100,0,100,0.0,0.0,0,0,0.0,0,0.0
Phetchaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phichit,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phitsanulok,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phra Nakhon Si Ayutthaya,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phrae,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phuket,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Prachin Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Prachuap Khiri Khan,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Ranong,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Ratchaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
