NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,97,3,0,0,100,0.97,0.03,0,1,0.0,0.97,0.0
Ang Thong,96,4,0,0,100,0.96,0.04,0,1,0.0,0.96,0.0
Bangkok Metropolis,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Bueng Kan,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Buri Ram,89,11,0,0,100,0.89,0.11,0,1,0.0,0.89,0.0
Chachoengsao,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chai Nat,94,6,0,0,100,0.94,0.06,0,1,0.0,0.94,0.0
Chaiyaphum,88,12,0,0,100,0.88,0.12,0,1,0.0,0.88,0.0
Chanthaburi,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Chiang Mai,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chiang Rai,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chon Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chumphon,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Kalasin,72,28,0,0,100,0.72,0.28,0,1,0.0,0.72,0.0
Kamphaeng Phet,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Kanchanaburi,96,4,0,0,100,0.96,0.04,0,1,0.0,0.96,0.0
Khon Kaen,0,0,87,13,100,0.13,0.13,1,0,0.13,0.0,0.23008849557522126
Krabi,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Lampang,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Lamphun,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Loei,86,14,0,0,100,0.86,0.14,0,1,0.0,0.86,0.0
Lop Buri,94,6,0,0,100,0.94,0.06,0,1,0.0,0.94,0.0
Mae Hong Son,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
