NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,300,0,0,0,300,1,0,0,1,0,1,0
Ang Thong,300,0,0,0,300,1,0,0,1,0,1,0
Bangkok Metropolis,300,0,0,0,300,1,0,0,1,0,1,0
Bueng Kan,300,0,0,0,300,1,0,0,1,0,1,0
Buri Ram,300,0,0,0,300,1,0,0,1,0,1,0
Chachoengsao,300,0,0,0,300,1,0,0,1,0,1,0
Chai Nat,300,0,0,0,300,1,0,0,1,0,1,0
Chaiyaphum,300,0,0,0,300,1,0,0,1,0,1,0
Chanthaburi,300,0,0,0,300,1,0,0,1,0,1,0
Chiang Mai,300,0,0,0,300,1,0,0,1,0,1,0
Chiang Rai,300,0,0,0,300,1,0,0,1,0,1,0
Chon Buri,300,0,0,0,300,1,0,0,1,0,1,0
Chumphon,300,0,0,0,300,1,0,0,1,0,1,0
Kalasin,300,0,0,0,300,1,0,0,1,0,1,0
Kamphaeng Phet,300,0,0,0,300,1,0,0,1,0,1,0
Kanchanaburi,300,0,0,0,300,1,0,0,1,0,1,0
Khon Kaen,300,0,0,0,300,1,0,0,1,0,1,0
Krabi,300,0,0,0,300,1,0,0,1,0,1,0
Lampang,300,0,0,0,300,1,0,0,1,0,1,0
Lamphun,300,0,0,0,300,1,0,0,1,0,1,0
Loei,300,0,0,0,300,1,0,0,1,0,1,0
Lop Buri,300,0,0,0,300,1,0,0,1,0,1,0
Mae Hong Son,300,0,0,0,300,1,0,0,1,0,1,0
Maha Sarakham,300,0,0,0,300,1,0,0,1,0,1,0
Mukdahan,300,0,0,0,300,1,0,0,1,0,1,0
Nakhon Nayok,300,0,0,0,300,1,0,0,1,0,1,0
Nakhon Pathom,300,0,0,0,300,1,0,0,1,0,1,0
Nakhon Phanom,300,0,0,0,300,1,0,0,1,0,1,0
Nakhon Ratchasima,300,0,0,0,300,1,0,0,1,0,1,0
Nakhon Sawan,300,0,0,0,300,1,0,0,1,0,1,0
Nakhon Si Thammarat,300,0,0,0,300,1,0,0,1,0,1,0
Nan,300,0,0,0,300,1,0,0,1,0,1,0
Narathiwat,300,0,0,0,300,1,0,0,1,0,1,0
Nong Bua Lam Phu,300,0,0,0,300,1,0,0,1,0,1,0
Nong Khai,300,0,0,0,300,1,0,0,1,0,1,0
Nonthaburi,300,0,0,0,300,1,0,0,1,0,1,0
Pathum Thani,300,0,0,0,300,1,0,0,1,0,1,0
Pattani,300,0,0,0,300,1,0,0,1,0,1,0
Phangnga,300,0,0,0,300,1,0,0,1,0,1,0
Phatthalung,300,0,0,0,300,1,0,0,1,0,1,0
Phayao,300,0,0,0,300,1,0,0,1,0,1,0
Phetchabun,300,0,0,0,300,1,0,0,1,0,1,0
Phetchaburi,300,0,0,0,300,1,0,0,1,0,1,0
Phichit,300,0,0,0,300,1,0,0,1,0,1,0
Phitsanulok,300,0,0,0,300,1,0,0,1,0,1,0
Phra Nakhon Si Ayutthaya,300,0,0,0,300,1,0,0,1,0,1,0
Phrae,300,0,0,0,300,1,0,0,1,0,1,0
Phuket,300,0,0,0,300,1,0,0,1,0,1,0
Prachin Buri,300,0,0,0,300,1,0,0,1,0,1,0
Prachuap Khiri Khan,300,0,0,0,300,1,0,0,1,0,1,0
Ranong,300,0,0,0,300,1,0,0,1,0,1,0
Ratchaburi,300,0,0,0,300,1,0,0,1,0,1,0
Rayong,300,0,0,0,300,1,0,0,1,0,1,0
Roi Et,300,0,0,0,300,1,0,0,1,0,1,0
Sa Kaeo,300,0,0,0,300,1,0,0,1,0,1,0
Sakon Nakhon,300,0,0,0,300,1,0,0,1,0,1,0
Samut Prakan,300,0,0,0,300,1,0,0,1,0,1,0
Samut Sakhon,300,0,0,0,300,1,0,0,1,0,1,0
Samut Songkhram,300,0,0,0,300,1,0,0,1,0,1,0
Saraburi,300,0,0,0,300,1,0,0,1,0,1,0
Satun,300,0,0,0,300,1,0,0,1,0,1,0
Si Sa Ket,300,0,0,0,300,1,0,0,1,0,1,0
Sing Buri,300,0,0,0,300,1,0,0,1,0,1,0
Songkhla,300,0,0,0,300,1,0,0,1,0,1,0
Sukhothai,300,0,0,0,300,1,0,0,1,0,1,0
Suphan Buri,300,0,0,0,300,1,0,0,1,0,1,0
Surat Thani,300,0,0,0,300,1,0,0,1,0,1,0
Surin,300,0,0,0,300,1,0,0,1,0,1,0
Tak,300,0,0,0,300,1,0,0,1,0,1,0
Trang,300,0,0,0,300,1,0,0,1,0,1,0
Trat,300,0,0,0,300,1,0,0,1,0,1,0
Ubon Ratchathani,300,0,0,0,300,1,0,0,1,0,1,0
Udon Thani,300,0,0,0,300,1,0,0,1,0,1,0
Uthai Thani,300,0,0,0,300,1,0,0,1,0,1,0
Uttaradit,300,0,0,0,300,1,0,0,1,0,1,0
Yala,300,0,0,0,300,1,0,0,1,0,1,0
Yasothon,300,0,0,0,300,1,0,0,1,0,1,0
