NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,0,0,0,300,300,1.0,1.0,1,0,1.0,0,1.0
Ang Thong,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Bangkok Metropolis,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Bueng Kan,0,0,0,300,300,1.0,1.0,1,0,1.0,0,1.0
Buri Ram,0,0,0,300,300,1.0,1.0,1,0,1.0,0,1.0
Chachoengsao,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Chai Nat,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Chaiyaphum,0,0,32,268,300,0.8933333333333333,0.8933333333333333,1,0,0.8933333333333333,0,0.9436619718309859
Chanthaburi,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Chiang Mai,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Chiang Rai,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Chon Buri,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Chumphon,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Kalasin,0,0,0,300,300,1.0,1.0,1,0,1.0,0,1.0
Kamphaeng Phet,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Kanchanaburi,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Khon Kaen,0,0,0,300,300,1.0,1.0,1,0,1.0,0,1.0
Krabi,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Lampang,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Lamphun,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Loei,0,0,0,300,300,1.0,1.0,1,0,1.0,0,1.0
Lop Buri,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Mae Hong Son,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Maha Sarakham,0,0,0,300,300,1.0,1.0,1,0,1.0,0,1.0
Mukdahan,0,0,0,300,300,1.0,1.0,1,0,1.0,0,1.0
Nakhon Nayok,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Nakhon Pathom,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Nakhon Phanom,0,0,0,300,300,1.0,1.0,1,0,1.0,0,1.0
Nakhon Ratchasima,0,0,300,0,300,0.0,0.0,0,0,0.0,0,0.0
Nakhon Sawan,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Nakhon Si Thammarat,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Nan,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Narathiwat,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Nong Bua Lam Phu,0,0,0,300,300,1.0,1.0,1,0,1.0,0,1.0
Nong Khai,0,0,0,300,300,1.0,1.0,1,0,1.0,0,1.0
Nonthaburi,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Pathum Thani,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Pattani,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Phangnga,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
Phatthalung,300,0,0,0,300,1.0,0.0,0,1,0.0,1,0.0
