NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,0,0,2,298,300,0.9933333333333333,0.9933333333333333,1,0,0.9933333333333333,0.0,0.9966555183946488
Ang Thong,298,2,0,0,300,0.9933333333333333,0.006666666666666667,0,1,0.0,0.9933333333333333,0.0
Bangkok Metropolis,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Bueng Kan,0,0,15,285,300,0.95,0.95,1,0,0.95,0.0,0.9743589743589743
Buri Ram,0,0,298,2,300,0.006666666666666667,0.006666666666666667,1,0,0.006666666666666667,0.0,0.013245033112582783
Chachoengsao,293,7,0,0,300,0.9766666666666667,0.023333333333333334,0,1,0.0,0.9766666666666667,0.0
Chai Nat,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Chaiyaphum,0,0,300,0,300,0.0,0.0,0,0,0.0,0.0,0.0
Chanthaburi,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Chiang Mai,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Chiang Rai,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Chon Buri,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Chumphon,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Kalasin,0,0,298,2,300,0.006666666666666667,0.006666666666666667,1,0,0.006666666666666667,0.0,0.013245033112582783
Kamphaeng Phet,298,2,0,0,300,0.9933333333333333,0.006666666666666667,0,1,0.0,0.9933333333333333,0.0
Kanchanaburi,298,2,0,0,300,0.9933333333333333,0.006666666666666667,0,1,0.0,0.9933333333333333,0.0
Khon Kaen,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Krabi,297,3,0,0,300,0.99,0.01,0,1,0.0,0.99,0.0
Lampang,298,2,0,0,300,0.9933333333333333,0.006666666666666667,0,1,0.0,0.9933333333333333,0.0
Lamphun,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Loei,0,0,220,80,300,0.26666666666666666,0.26666666666666666,1,0,0.26666666666666666,0.0,0.4210526315789474
Lop Buri,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Mae Hong Son,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Maha Sarakham,0,0,300,0,300,0.0,0.0,0,0,0.0,0.0,0.0
Mukdahan,0,0,40,260,300,0.8666666666666667,0.8666666666666667,1,0,0.8666666666666667,0.0,0.9285714285714286
Nakhon Nayok,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Nakhon Pathom,296,4,0,0,300,0.9866666666666667,0.013333333333333334,0,1,0.0,0.9866666666666667,0.0
Nakhon Phanom,0,0,9,291,300,0.97,0.97,1,0,0.97,0.0,0.9847715736040609
Nakhon Ratchasima,0,0,300,0,300,0.0,0.0,0,0,0.0,0.0,0.0
Nakhon Sawan,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Nakhon Si Thammarat,298,2,0,0,300,0.9933333333333333,0.006666666666666667,0,1,0.0,0.9933333333333333,0.0
Nan,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Narathiwat,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Nong Bua Lam Phu,0,0,300,0,300,0.0,0.0,0,0,0.0,0.0,0.0
Nong Khai,0,0,4,296,300,0.9866666666666667,0.9866666666666667,1,0,0.9866666666666667,0.0,0.9932885906040269
Nonthaburi,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Pathum Thani,297,3,0,0,300,0.99,0.01,0,1,0.0,0.99,0.0
Pattani,299,1,0,0,300,0.9966666666666667,0.0033333333333333335,0,1,0.0,0.9966666666666667,0.0
Phangnga,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Phatthalung,299,1,0,0,300,0.9966666666666667,0.0033333333333333335,0,1,0.0,0.9966666666666667,0.0
Phayao,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Phetchabun,0,0,300,0,300,0.0,0.0,0,0,0.0,0.0,0.0
Phetchaburi,299,1,0,0,300,0.9966666666666667,0.0033333333333333335,0,1,0.0,0.9966666666666667,0.0
Phichit,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Phitsanulok,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Phra Nakhon Si Ayutthaya,296,4,0,0,300,0.9866666666666667,0.013333333333333334,0,1,0.0,0.9866666666666667,0.0
Phrae,299,1,0,0,300,0.9966666666666667,0.0033333333333333335,0,1,0.0,0.9966666666666667,0.0
Phuket,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Prachin Buri,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Prachuap Khiri Khan,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Ranong,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Ratchaburi,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Rayong,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Roi Et,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Sa Kaeo,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Sakon Nakhon,0,0,1,299,300,0.9966666666666667,0.9966666666666667,1,0,0.9966666666666667,0.0,0.9983305509181971
Samut Prakan,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Samut Sakhon,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Samut Songkhram,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Saraburi,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Satun,298,2,0,0,300,0.9933333333333333,0.006666666666666667,0,1,0.0,0.9933333333333333,0.0
Si Sa Ket,0,0,286,14,300,0.04666666666666667,0.04666666666666667,1,0,0.04666666666666667,0.0,0.089171974522293
Sing Buri,297,3,0,0,300,0.99,0.01,0,1,0.0,0.99,0.0
Songkhla,299,1,0,0,300,0.9966666666666667,0.0033333333333333335,0,1,0.0,0.9966666666666667,0.0
Sukhothai,297,3,0,0,300,0.99,0.01,0,1,0.0,0.99,0.0
Suphan Buri,294,6,0,0,300,0.98,0.02,0,1,0.0,0.98,0.0
Surat Thani,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Surin,0,0,285,15,300,0.05,0.05,1,0,0.05,0.0,0.09523809523809523
Tak,298,2,0,0,300,0.9933333333333333,0.006666666666666667,0,1,0.0,0.9933333333333333,0.0
Trang,299,1,0,0,300,0.9966666666666667,0.0033333333333333335,0,1,0.0,0.9966666666666667,0.0
Trat,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Ubon Ratchathani,0,0,7,293,300,0.9766666666666667,0.9766666666666667,1,0,0.9766666666666667,0.0,0.988195615514334
Udon Thani,0,0,48,252,300,0.84,0.84,1,0,0.84,0.0,0.9130434782608696
Uthai Thani,298,2,0,0,300,0.9933333333333333,0.006666666666666667,0,1,0.0,0.9933333333333333,0.0
Uttaradit,298,2,0,0,300,0.9933333333333333,0.006666666666666667,0,1,0.0,0.9933333333333333,0.0
Yala,300,0,0,0,300,1.0,0.0,0,1,0.0,1.0,0.0
Yasothon,0,0,138,162,300,0.54,0.54,1,0,0.54,0.0,0.7012987012987013
