NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Ang Thong,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Bangkok Metropolis,0,0,0,100,100,1.0,1.0,1,0,1.0,0,1.0
Bueng Kan,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Buri Ram,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chachoengsao,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chai Nat,0,0,1,99,100,0.99,0.99,1,0,0.99,0,0.9949748743718593
Chaiyaphum,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chanthaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chiang Mai,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chiang Rai,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chon Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chumphon,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Kalasin,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Kamphaeng Phet,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Kanchanaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Khon Kaen,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Krabi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Lampang,0,0,0,100,100,1.0,1.0,1,0,1.0,0,1.0
Lamphun,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Loei,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Lop Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Mae Hong Son,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Maha Sarakham,0,0,0,100,100,1.0,1.0,1,0,1.0,0,1.0
Mukdahan,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nakhon Nayok,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nakhon Pathom,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nakhon Phanom,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nakhon Ratchasima,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nakhon Sawan,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nakhon Si Thammarat,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nan,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Narathiwat,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nong Bua Lam Phu,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nong Khai,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nonthaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Pathum Thani,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Pattani,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phangnga,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phatthalung,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phayao,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phetchabun,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
