NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Ang Thong,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Bangkok Metropolis,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Bueng Kan,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Buri Ram,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Chachoengsao,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chai Nat,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Chaiyaphum,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Chanthaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chiang Mai,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chiang Rai,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chon Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chumphon,0,0,13,87,100,0.87,0.87,1,0,0.87,0.0,0.9304812834224598
Kalasin,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Kamphaeng Phet,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Kanchanaburi,73,27,0,0,100,0.73,0.27,0,1,0.0,0.73,0.0
Khon Kaen,0,100,0,0,100,0.0,1.0,0,0,0.0,0.0,0.0
Krabi,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Lampang,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Lamphun,0,0,15,85,100,0.85,0.85,1,0,0.85,0.0,0.9189189189189189
Loei,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Lop Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Mae Hong Son,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Maha Sarakham,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Mukdahan,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Nakhon Nayok,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nakhon Pathom,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nakhon Phanom,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Nakhon Ratchasima,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Nakhon Sawan,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nakhon Si Thammarat,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nan,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Narathiwat,0,0,2,98,100,0.98,0.98,1,0,0.98,0.0,0.98989898989899
Nong Bua Lam Phu,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Nong Khai,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Nonthaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Pathum Thani,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Pattani,0,0,2,98,100,0.98,0.98,1,0,0.98,0.0,0.98989898989899
Phangnga,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Phatthalung,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Phayao,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Phetchabun,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Phetchaburi,0,0,2,98,100,0.98,0.98,1,0,0.98,0.0,0.98989898989899
Phichit,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Phitsanulok,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Phra Nakhon Si Ayutthaya,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Phrae,0,0,12,88,100,0.88,0.88,1,0,0.88,0.0,0.9361702127659575
Phuket,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Prachin Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Prachuap Khiri Khan,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Ranong,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Ratchaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Rayong,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Roi Et,0,100,0,0,100,0.0,1.0,0,0,0.0,0.0,0.0
Sa Kaeo,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Sakon Nakhon,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Samut Prakan,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Samut Sakhon,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Samut Songkhram,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Saraburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Satun,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Si Sa Ket,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Sing Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Songkhla,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Sukhothai,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Suphan Buri,0,0,58,42,100,0.42,0.42,1,0,0.42,0.0,0.5915492957746479
Surat Thani,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Surin,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Tak,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Trang,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Trat,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Ubon Ratchathani,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Udon Thani,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Uthai Thani,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Uttaradit,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Yala,0,0,1,99,100,0.99,0.99,1,0,0.99,0.0,0.9949748743718593
Yasothon,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
