NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Ang Thong,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Bangkok Metropolis,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Bueng Kan,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Buri Ram,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Chachoengsao,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Chai Nat,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Chaiyaphum,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Chanthaburi,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Chiang Mai,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Chiang Rai,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Chon Buri,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Chumphon,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Kalasin,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Kamphaeng Phet,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Kanchanaburi,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Khon Kaen,35,65,0,0,100,0.35,0.65,0,1,0,0.35,0
Krabi,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Lampang,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Lamphun,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Loei,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Lop Buri,84,16,0,0,100,0.84,0.16,0,1,0,0.84,0
Mae Hong Son,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Maha Sarakham,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Mukdahan,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Nakhon Nayok,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Nakhon Pathom,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Nakhon Phanom,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Nakhon Ratchasima,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Nakhon Sawan,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Nakhon Si Thammarat,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Nan,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Narathiwat,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Nong Bua Lam Phu,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Nong Khai,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Nonthaburi,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Pathum Thani,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Pattani,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Phangnga,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Phatthalung,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Phayao,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Phetchabun,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Phetchaburi,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Phichit,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Phitsanulok,89,11,0,0,100,0.89,0.11,0,1,0,0.89,0
Phra Nakhon Si Ayutthaya,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Phrae,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Phuket,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Prachin Buri,87,13,0,0,100,0.87,0.13,0,1,0,0.87,0
Prachuap Khiri Khan,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Ranong,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Ratchaburi,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Rayong,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Roi Et,31,69,0,0,100,0.31,0.69,0,1,0,0.31,0
Sa Kaeo,81,19,0,0,100,0.81,0.19,0,1,0,0.81,0
Sakon Nakhon,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Samut Prakan,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Samut Sakhon,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Samut Songkhram,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Saraburi,89,11,0,0,100,0.89,0.11,0,1,0,0.89,0
Satun,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Si Sa Ket,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Sing Buri,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Songkhla,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Sukhothai,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Suphan Buri,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Surat Thani,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Surin,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Tak,93,7,0,0,100,0.93,0.07,0,1,0,0.93,0
Trang,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Trat,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Ubon Ratchathani,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Udon Thani,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Uthai Thani,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Uttaradit,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Yala,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Yasothon,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
