NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Ang Thong,87,13,0,0,100,0.87,0.13,0,1,0,0.87,0
Bangkok Metropolis,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Bueng Kan,87,13,0,0,100,0.87,0.13,0,1,0,0.87,0
Buri Ram,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Chachoengsao,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Chai Nat,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Chaiyaphum,91,9,0,0,100,0.91,0.09,0,1,0,0.91,0
Chanthaburi,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Chiang Mai,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Chiang Rai,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Chon Buri,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Chumphon,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Kalasin,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Kamphaeng Phet,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Kanchanaburi,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Khon Kaen,91,9,0,0,100,0.91,0.09,0,1,0,0.91,0
Krabi,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Lampang,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Lamphun,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Loei,85,15,0,0,100,0.85,0.15,0,1,0,0.85,0
Lop Buri,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Mae Hong Son,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Maha Sarakham,90,10,0,0,100,0.9,0.1,0,1,0,0.9,0
Mukdahan,89,11,0,0,100,0.89,0.11,0,1,0,0.89,0
Nakhon Nayok,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Nakhon Pathom,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Nakhon Phanom,92,8,0,0,100,0.92,0.08,0,1,0,0.92,0
Nakhon Ratchasima,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Nakhon Sawan,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Nakhon Si Thammarat,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Nan,91,9,0,0,100,0.91,0.09,0,1,0,0.91,0
Narathiwat,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
Nong Bua Lam Phu,94,6,0,0,100,0.94,0.06,0,1,0,0.94,0
