NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Ang Thong,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Bangkok Metropolis,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Bueng Kan,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Buri Ram,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Chachoengsao,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Chai Nat,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Chaiyaphum,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Chanthaburi,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Chiang Mai,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Chiang Rai,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Chon Buri,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Chumphon,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Kalasin,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Kamphaeng Phet,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Kanchanaburi,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Khon Kaen,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Krabi,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Lampang,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Lamphun,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Loei,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Lop Buri,64,36,0,0,100,0.64,0.36,0,1,0,0.64,0
Mae Hong Son,95,5,0,0,100,0.95,0.05,0,1,0,0.95,0
Maha Sarakham,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Mukdahan,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Nakhon Nayok,84,16,0,0,100,0.84,0.16,0,1,0,0.84,0
Nakhon Pathom,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Nakhon Phanom,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Nakhon Ratchasima,0,0,0,100,100,1.0,1.0,1,0,1,0.0,1
Nakhon Sawan,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Nakhon Si Thammarat,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Nan,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Narathiwat,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
