NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Ang Thong,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Bangkok Metropolis,0,0,93,7,100,0.07,0.07,1,0,0.07,0.0,0.13084112149532712
Bueng Kan,96,4,0,0,100,0.96,0.04,0,1,0.0,0.96,0.0
Buri Ram,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chachoengsao,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chai Nat,0,0,90,10,100,0.1,0.1,1,0,0.1,0.0,0.18181818181818182
Chaiyaphum,97,3,0,0,100,0.97,0.03,0,1,0.0,0.97,0.0
Chanthaburi,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Chiang Mai,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chiang Rai,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Chon Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chumphon,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Kalasin,86,14,0,0,100,0.86,0.14,0,1,0.0,0.86,0.0
Kamphaeng Phet,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Kanchanaburi,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Khon Kaen,95,5,0,0,100,0.95,0.05,0,1,0.0,0.95,0.0
Krabi,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Lampang,0,0,98,2,100,0.02,0.02,1,0,0.02,0.0,0.0392156862745098
Lamphun,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Loei,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Lop Buri,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Mae Hong Son,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Maha Sarakham,0,0,93,7,100,0.07,0.07,1,0,0.07,0.0,0.13084112149532712
Mukdahan,96,4,0,0,100,0.96,0.04,0,1,0.0,0.96,0.0
Nakhon Nayok,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Nakhon Pathom,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nakhon Phanom,96,4,0,0,100,0.96,0.04,0,1,0.0,0.96,0.0
Nakhon Ratchasima,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nakhon Sawan,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nakhon Si Thammarat,87,13,0,0,100,0.87,0.13,0,1,0.0,0.87,0.0
Nan,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Narathiwat,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Nong Bua Lam Phu,94,6,0,0,100,0.94,0.06,0,1,0.0,0.94,0.0
Nong Khai,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nonthaburi,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Pathum Thani,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Pattani,97,3,0,0,100,0.97,0.03,0,1,0.0,0.97,0.0
Phangnga,97,3,0,0,100,0.97,0.03,0,1,0.0,0.97,0.0
Phatthalung,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Phayao,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Phetchabun,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Phetchaburi,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Phichit,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Phitsanulok,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Phra Nakhon Si Ayutthaya,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Phrae,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Phuket,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Prachin Buri,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Prachuap Khiri Khan,97,3,0,0,100,0.97,0.03,0,1,0.0,0.97,0.0
Ranong,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Ratchaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Rayong,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Roi Et,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Sa Kaeo,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Sakon Nakhon,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Samut Prakan,97,3,0,0,100,0.97,0.03,0,1,0.0,0.97,0.0
Samut Sakhon,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Samut Songkhram,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Saraburi,97,3,0,0,100,0.97,0.03,0,1,0.0,0.97,0.0
Satun,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Si Sa Ket,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Sing Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Songkhla,0,0,92,8,100,0.08,0.08,1,0,0.08,0.0,0.14814814814814814
Sukhothai,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Suphan Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Surat Thani,0,0,92,8,100,0.08,0.08,1,0,0.08,0.0,0.14814814814814814
Surin,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Tak,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Trang,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Trat,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Ubon Ratchathani,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Udon Thani,0,0,87,13,100,0.13,0.13,1,0,0.13,0.0,0.23008849557522126
