NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,97,3,0,0,100,0.97,0.03,0,1,0.0,0.97,0.0
Ang Thong,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Bangkok Metropolis,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Bueng Kan,97,3,0,0,100,0.97,0.03,0,1,0.0,0.97,0.0
Buri Ram,97,3,0,0,100,0.97,0.03,0,1,0.0,0.97,0.0
Chachoengsao,96,4,0,0,100,0.96,0.04,0,1,0.0,0.96,0.0
Chai Nat,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Chaiyaphum,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Chanthaburi,95,5,0,0,100,0.95,0.05,0,1,0.0,0.95,0.0
Chiang Mai,95,5,0,0,100,0.95,0.05,0,1,0.0,0.95,0.0
Chiang Rai,96,4,0,0,100,0.96,0.04,0,1,0.0,0.96,0.0
Chon Buri,94,6,0,0,100,0.94,0.06,0,1,0.0,0.94,0.0
Chumphon,94,6,0,0,100,0.94,0.06,0,1,0.0,0.94,0.0
Kalasin,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Kamphaeng Phet,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Kanchanaburi,96,4,0,0,100,0.96,0.04,0,1,0.0,0.96,0.0
Khon Kaen,95,5,0,0,100,0.95,0.05,0,1,0.0,0.95,0.0
Krabi,96,4,0,0,100,0.96,0.04,0,1,0.0,0.96,0.0
Lampang,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Lamphun,94,6,0,0,100,0.94,0.06,0,1,0.0,0.94,0.0
Loei,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Lop Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Mae Hong Son,95,5,0,0,100,0.95,0.05,0,1,0.0,0.95,0.0
Maha Sarakham,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Mukdahan,96,4,0,0,100,0.96,0.04,0,1,0.0,0.96,0.0
Nakhon Nayok,97,3,0,0,100,0.97,0.03,0,1,0.0,0.97,0.0
Nakhon Pathom,95,5,0,0,100,0.95,0.05,0,1,0.0,0.95,0.0
Nakhon Phanom,95,5,0,0,100,0.95,0.05,0,1,0.0,0.95,0.0
Nakhon Ratchasima,97,3,0,0,100,0.97,0.03,0,1,0.0,0.97,0.0
Nakhon Sawan,97,3,0,0,100,0.97,0.03,0,1,0.0,0.97,0.0
Nakhon Si Thammarat,94,6,0,0,100,0.94,0.06,0,1,0.0,0.94,0.0
Nan,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Narathiwat,96,4,0,0,100,0.96,0.04,0,1,0.0,0.96,0.0
Nong Bua Lam Phu,95,5,0,0,100,0.95,0.05,0,1,0.0,0.95,0.0
Nong Khai,96,4,0,0,100,0.96,0.04,0,1,0.0,0.96,0.0
Nonthaburi,96,4,0,0,100,0.96,0.04,0,1,0.0,0.96,0.0
Pathum Thani,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Pattani,96,4,0,0,100,0.96,0.04,0,1,0.0,0.96,0.0
Phangnga,95,5,0,0,100,0.95,0.05,0,1,0.0,0.95,0.0
Phatthalung,97,3,0,0,100,0.97,0.03,0,1,0.0,0.97,0.0
Phayao,95,5,0,0,100,0.95,0.05,0,1,0.0,0.95,0.0
Phetchabun,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Phetchaburi,94,6,0,0,100,0.94,0.06,0,1,0.0,0.94,0.0
Phichit,95,5,0,0,100,0.95,0.05,0,1,0.0,0.95,0.0
