NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Ang Thong,0,0,29,71,100,0.71,0.71,1,0,0.71,0.0,0.8304093567251462
Bangkok Metropolis,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Bueng Kan,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Buri Ram,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Chachoengsao,0,0,2,98,100,0.98,0.98,1,0,0.98,0.0,0.98989898989899
Chai Nat,97,3,0,0,100,0.97,0.03,0,1,0.0,0.97,0.0
Chaiyaphum,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Chanthaburi,0,0,3,97,100,0.97,0.97,1,0,0.97,0.0,0.9847715736040609
Chiang Mai,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Chiang Rai,0,0,1,99,100,0.99,0.99,1,0,0.99,0.0,0.9949748743718593
Chon Buri,0,0,2,98,100,0.98,0.98,1,0,0.98,0.0,0.98989898989899
Chumphon,21,79,0,0,100,0.21,0.79,0,1,0.0,0.21,0.0
Kalasin,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Kamphaeng Phet,0,0,4,96,100,0.96,0.96,1,0,0.96,0.0,0.9795918367346939
Kanchanaburi,0,0,20,80,100,0.8,0.8,1,0,0.8,0.0,0.888888888888889
Khon Kaen,0,0,97,3,100,0.03,0.03,1,0,0.03,0.0,0.058252427184466014
Krabi,0,0,21,79,100,0.79,0.79,1,0,0.79,0.0,0.8826815642458101
Lampang,0,0,2,98,100,0.98,0.98,1,0,0.98,0.0,0.98989898989899
Lamphun,6,94,0,0,100,0.06,0.94,0,1,0.0,0.06,0.0
Loei,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Lop Buri,0,0,95,5,100,0.05,0.05,1,0,0.05,0.0,0.09523809523809523
Mae Hong Son,0,0,5,95,100,0.95,0.95,1,0,0.95,0.0,0.9743589743589743
Maha Sarakham,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Mukdahan,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nakhon Nayok,0,0,18,82,100,0.82,0.82,1,0,0.82,0.0,0.9010989010989011
Nakhon Pathom,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Nakhon Phanom,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nakhon Ratchasima,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Nakhon Sawan,0,0,8,92,100,0.92,0.92,1,0,0.92,0.0,0.9583333333333334
Nakhon Si Thammarat,0,0,21,79,100,0.79,0.79,1,0,0.79,0.0,0.8826815642458101
Nan,0,0,1,99,100,0.99,0.99,1,0,0.99,0.0,0.9949748743718593
Narathiwat,99,1,0,0,100,0.99,0.01,0,1,0.0,0.99,0.0
Nong Bua Lam Phu,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nong Khai,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
Nonthaburi,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Pathum Thani,0,0,0,100,100,1.0,1.0,1,0,1.0,0.0,1.0
Pattani,40,60,0,0,100,0.4,0.6,0,1,0.0,0.4,0.0
Phangnga,0,0,21,79,100,0.79,0.79,1,0,0.79,0.0,0.8826815642458101
Phatthalung,0,0,22,78,100,0.78,0.78,1,0,0.78,0.0,0.8764044943820225
Phayao,0,0,1,99,100,0.99,0.99,1,0,0.99,0.0,0.9949748743718593
Phetchabun,98,2,0,0,100,0.98,0.02,0,1,0.0,0.98,0.0
Phetchaburi,20,80,0,0,100,0.2,0.8,0,1,0.0,0.2,0.0
Phichit,0,0,4,96,100,0.96,0.96,1,0,0.96,0.0,0.9795918367346939
Phitsanulok,0,0,6,94,100,0.94,0.94,1,0,0.94,0.0,0.9690721649484536
Phra Nakhon Si Ayutthaya,0,0,1,99,100,0.99,0.99,1,0,0.99,0.0,0.9949748743718593
Phrae,6,94,0,0,100,0.06,0.94,0,1,0.0,0.06,0.0
Phuket,0,0,22,78,100,0.78,0.78,1,0,0.78,0.0,0.8764044943820225
Prachin Buri,0,0,20,80,100,0.8,0.8,1,0,0.8,0.0,0.888888888888889
Prachuap Khiri Khan,0,0,20,80,100,0.8,0.8,1,0,0.8,0.0,0.888888888888889
Ranong,0,0,21,79,100,0.79,0.79,1,0,0.79,0.0,0.8826815642458101
Ratchaburi,0,0,16,84,100,0.84,0.84,1,0,0.84,0.0,0.9130434782608696
Rayong,0,0,2,98,100,0.98,0.98,1,0,0.98,0.0,0.98989898989899
Roi Et,0,0,94,6,100,0.06,0.06,1,0,0.06,0.0,0.11320754716981131
Sa Kaeo,0,0,45,55,100,0.55,0.55,1,0,0.55,0.0,0.7096774193548387
Sakon Nakhon,100,0,0,0,100,1.0,0.0,0,1,0.0,1.0,0.0
