NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Ang Thong,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Bangkok Metropolis,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Bueng Kan,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Buri Ram,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Chachoengsao,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Chai Nat,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Chaiyaphum,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Chanthaburi,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Chiang Mai,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Chiang Rai,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Chon Buri,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Chumphon,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Kalasin,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Kamphaeng Phet,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Kanchanaburi,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Khon Kaen,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Krabi,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Lampang,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Lamphun,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Loei,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Lop Buri,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Mae Hong Son,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Maha Sarakham,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Mukdahan,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Nakhon Nayok,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Nakhon Pathom,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Nakhon Phanom,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Nakhon Ratchasima,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Nakhon Sawan,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Nakhon Si Thammarat,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Nan,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Narathiwat,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Nong Bua Lam Phu,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Nong Khai,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Nonthaburi,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Pathum Thani,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Pattani,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Phangnga,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Phatthalung,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Phayao,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Phetchabun,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Phetchaburi,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Phichit,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Phitsanulok,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Phra Nakhon Si Ayutthaya,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Phrae,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Phuket,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Prachin Buri,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Prachuap Khiri Khan,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Ranong,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Ratchaburi,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Rayong,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Roi Et,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Sa Kaeo,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Sakon Nakhon,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Samut Prakan,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Samut Sakhon,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Samut Songkhram,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Saraburi,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Satun,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Si Sa Ket,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Sing Buri,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Songkhla,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Sukhothai,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Suphan Buri,96,4,0,0,100,0.96,0.04,0,1,0,0.96,0
Surat Thani,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Surin,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Tak,98,2,0,0,100,0.98,0.02,0,1,0,0.98,0
Trang,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Trat,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Ubon Ratchathani,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Udon Thani,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
Uthai Thani,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Uttaradit,97,3,0,0,100,0.97,0.03,0,1,0,0.97,0
Yala,100,0,0,0,100,1.0,0.0,0,1,0,1.0,0
Yasothon,99,1,0,0,100,0.99,0.01,0,1,0,0.99,0
