NAME_1,tn,fp,fn,tp,population,accuracy,prevalence,precision,npv,recall,specificity,f1
Amnat Charoen,0,0,96,4,100,0.04,0.04,1,0,0.04,0,0.07692307692307693
Ang Thong,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Bangkok Metropolis,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Bueng Kan,0,0,94,6,100,0.06,0.06,1,0,0.06,0,0.11320754716981131
Buri Ram,0,0,99,1,100,0.01,0.01,1,0,0.01,0,0.019801980198019802
Chachoengsao,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chai Nat,0,0,99,1,100,0.01,0.01,1,0,0.01,0,0.019801980198019802
Chaiyaphum,0,0,96,4,100,0.04,0.04,1,0,0.04,0,0.07692307692307693
Chanthaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chiang Mai,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chiang Rai,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chon Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Chumphon,0,0,100,0,100,0.0,0.0,0,0,0.0,0,0.0
Kalasin,0,0,97,3,100,0.03,0.03,1,0,0.03,0,0.058252427184466014
Kamphaeng Phet,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Kanchanaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Khon Kaen,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Krabi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Lampang,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Lamphun,0,0,98,2,100,0.02,0.02,1,0,0.02,0,0.0392156862745098
Loei,0,0,95,5,100,0.05,0.05,1,0,0.05,0,0.09523809523809523
Lop Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Mae Hong Son,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Maha Sarakham,0,0,99,1,100,0.01,0.01,1,0,0.01,0,0.019801980198019802
Mukdahan,0,0,95,5,100,0.05,0.05,1,0,0.05,0,0.09523809523809523
Nakhon Nayok,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nakhon Pathom,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nakhon Phanom,0,0,95,5,100,0.05,0.05,1,0,0.05,0,0.09523809523809523
Nakhon Ratchasima,0,0,100,0,100,0.0,0.0,0,0,0.0,0,0.0
Nakhon Sawan,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nakhon Si Thammarat,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Nan,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Narathiwat,0,0,98,2,100,0.02,0.02,1,0,0.02,0,0.0392156862745098
Nong Bua Lam Phu,0,0,100,0,100,0.0,0.0,0,0,0.0,0,0.0
Nong Khai,0,0,98,2,100,0.02,0.02,1,0,0.02,0,0.0392156862745098
Nonthaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Pathum Thani,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Pattani,0,0,99,1,100,0.01,0.01,1,0,0.01,0,0.019801980198019802
Phangnga,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phatthalung,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phayao,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phetchabun,0,0,100,0,100,0.0,0.0,0,0,0.0,0,0.0
Phetchaburi,0,0,98,2,100,0.02,0.02,1,0,0.02,0,0.0392156862745098
Phichit,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phitsanulok,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phra Nakhon Si Ayutthaya,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Phrae,0,0,100,0,100,0.0,0.0,0,0,0.0,0,0.0
Phuket,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Prachin Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Prachuap Khiri Khan,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Ranong,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Ratchaburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Rayong,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Roi Et,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Sa Kaeo,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Sakon Nakhon,0,0,97,3,100,0.03,0.03,1,0,0.03,0,0.058252427184466014
Samut Prakan,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Samut Sakhon,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Samut Songkhram,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Saraburi,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Satun,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Si Sa Ket,0,0,97,3,100,0.03,0.03,1,0,0.03,0,0.058252427184466014
Sing Buri,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Songkhla,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Sukhothai,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Suphan Buri,0,0,100,0,100,0.0,0.0,0,0,0.0,0,0.0
Surat Thani,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Surin,0,0,94,6,100,0.06,0.06,1,0,0.06,0,0.11320754716981131
Tak,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Trang,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Trat,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Ubon Ratchathani,0,0,96,4,100,0.04,0.04,1,0,0.04,0,0.07692307692307693
Udon Thani,0,0,100,0,100,0.0,0.0,0,0,0.0,0,0.0
Uthai Thani,0,0,98,2,100,0.02,0.02,1,0,0.02,0,0.0392156862745098
Uttaradit,100,0,0,0,100,1.0,0.0,0,1,0.0,1,0.0
Yala,0,0,98,2,100,0.02,0.02,1,0,0.02,0,0.0392156862745098
Yasothon,0,0,93,7,100,0.07,0.07,1,0,0.07,0,0.13084112149532712
